type,product,normalized_product,quantity,max,min,avg,month,year,file
ΦΡΕΣΚΟ ΓΑΛΑ,λανιτης ημιάπαχο (κίτρινο) 2ltr,λανιτης ημιάπαχο (κίτρινο) 2ltr,2.0,3.1,2.58,2.7,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΟ ΓΑΛΑ,χαραλαμπίδης - κρίστης delact ημιάπαχο 1ltr,NaN,1.0,1.85,1.49,1.6,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΟ ΓΑΛΑ,χαραλαμπίδης - κρίστης άπαχο (μπλέ) 1ltr,NaN,1.0,1.6,1.19,1.38,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΟ ΓΑΛΑ,"λανιτης ημιάπαχο (κίτρινο) 1,5ltr",NaN,1.5,2.35,1.39,2.0,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΟ ΓΑΛΑ,λανιτης πλήρες (κόκκινο) 2ltr,λανιτης πλήρες (κόκκινο) 2ltr,2.0,3.1,2.58,2.7,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,αλαμπρα η γιαγια πρόβειο γιαούρτι 700gr,NaN,0.7,3.29,1.99,2.6,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,χαραλαμπίδης - κρίστης στραγγάτο 1kg (καφέ συσκ.),χαραλαμπίδης - κρίστης στραγγάτο 1kg (καφέ συσκ.) f/f,1.0,4.9,3.65,4.03,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,ζητα στραγγιστό super light 1kg (ροζ συσκ.),NaN,1.0,4.27,2.49,3.09,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,χαραλαμπίδης - κρίστης στραγγάτο 1kg (καφέ συσκ.),χαραλαμπίδης - κρίστης στραγγάτο 1kg (καφέ συσκ.) f/f,1.0,4.9,3.65,4.03,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,ζητα super στραγγιστό 1kg (μπλέ συσκ.),ζητα super στραγγιστό 1kg (μπλέ συσκ.) f/f,1.0,4.27,2.49,3.1,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,ζητα super στραγγιστό 0% light 1kg (κίτρινη συσκ.),NaN,1.0,4.27,2.49,3.12,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,χαρ. - κρίστης στραγγάτο 0% 1kg (κίτρινη συσκ.),NaN,1.0,4.9,3.65,4.02,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΓΙΑΟΥΡΤΙ,γ&ι κεσες αυδημου πρόβειο 450gr,NaN,0.45,2.99,1.49,1.88,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,nescafe classic 200gr tin,NaN,0.2,5.55,4.49,5.13,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,nescafe classic 100gr tin,NaN,0.1,3.89,2.99,3.41,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,douwe egberts στιγμ. καφές εσπρέσο 100% arabica 95gr,NaN,0.095,6.99,4.55,5.95,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,jacobs gold επιλεγμένο χαρμάνι 95gr,NaN,0.095,3.99,2.95,3.71,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,jacobs εκλεκτός instant 100gr,NaN,0.1,4.79,3.45,4.18,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,nescafe azera espresso 100% arabica 95gr tin,NaN,0.095,6.49,5.1,5.83,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,celest instant classic 200gr,NaN,0.2,4.4,3.39,3.86,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,καφές λαικού χρυσος 200gr,NaN,0.2,3.28,2.37,2.65,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,γ. χαραλαμπους κλασσικός 200gr,NaN,0.2,3.38,2.19,2.72,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,καφές λαικού χρυσος 500gr,NaN,0.5,7.5,5.89,6.56,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΦΕΣ,γ. χαραλαμπους κλασσικός 500gr,NaN,0.5,7.98,5.99,6.57,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΕΥΡΙ,μιτσιδης αλεύρι φαρίνα '00' 1kg,NaN,1.0,1.75,1.08,1.32,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΕΥΡΙ,μιτσιδης αλεύρι χωριάτικο 1kg,NaN,1.0,1.9,1.18,1.44,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΕΥΡΙ,μιτσιδης αλεύρι για όλες τις χρήσεις 1kg,NaN,1.0,1.39,0.82,1.0,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΕΥΡΙ,θριαμβος αλεύρι φαρίνα '00' 1kg,NaN,1.0,1.55,0.85,1.32,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΕΥΡΙ,θριαμβος αλεύρι χωριάτικο 1kg,NaN,1.0,1.69,0.85,1.42,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΑΧΑΡΗ,ζάχαρη 1kg (φθηνότερη συσκευασία),NaN,1.0,1.0,0.59,0.85,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΥΓΑ,αυγά 12 τεμάχια (μ) - (53gr - 63gr) -(φθηνότερη συσκ.),NaN,12.0,3.0,1.59,2.3,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,philadelphia spread original 200gr,NaN,0.2,2.95,1.49,2.09,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,dirollo cottage cheese 225gr 2.2% λιπαρά,NaN,0.225,2.6,1.85,2.22,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,valio edam slices (17% fat) 250gr x 2,NaN,0.5,7.99,5.4,6.06,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,valio edam slices (24% fat) 250gr x 2,NaN,0.5,6.99,5.15,5.66,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,χαραλαμπίδης - κρίστης φέττα 200gr vaccum π.ο.π,NaN,0.2,3.49,1.99,2.98,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,δωδωνη φέττα 200gr,NaN,0.2,3.99,2.15,3.28,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,αλαμπρα τρίμμα 200gr (μείγμα χαλούμι - αναρή),NaN,0.2,5.52,2.99,3.87,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,la vache qui rit portion (16 τεμάχια) 267gr,NaN,0.267,4.88,3.19,4.05,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,valio gouda slices 250gr x2,NaN,0.5,7.77,5.25,6.15,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,χαρ. - κρίστης χαλλούμι ποπ 200gr (κόκκινη σ.),NaN,0.2,2.99,1.88,2.6,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,λανιτης χαλλούμι ποπ 225gr,NaN,0.225,2.83,1.95,2.47,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΤΥΡΙ,χαρ. - κρίστης αναρή φρέσκια αλατισμένη 300gr,NaN,0.3,1.99,1.15,1.63,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,kellogs coco pops chocos 500gr,NaN,0.5,3.99,2.49,3.39,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΒΡΩΜΗ,quaker oats classic 500gr bag,NaN,0.5,2.93,1.79,2.35,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,kellogs special k classic 500gr,NaN,0.5,4.29,1.89,3.64,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,kellogs coco pops 500gr,NaN,0.5,4.29,2.49,3.46,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,nestle lion cereal 400gr (καραμέλα και σοκολάτα),NaN,0.4,4.2,2.39,3.14,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,kellogs corn flakes 375gr,NaN,0.375,2.89,2.09,2.56,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,nestle fitness ολικής αλέσεως 375gr,NaN,0.375,3.29,2.09,2.82,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΔΗΜΗΤΡΙΑΚΑ,nestle fitness dark chocolate 375gr,NaN,0.375,3.99,2.49,3.43,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,γρηγοριου καπνιστή γαλοπούλα sliced 200gr,NaN,0.2,3.35,2.55,2.97,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,γρηγοριου λούντζα 'pork loin' sliced 150gr,NaN,0.15,3.59,2.25,3.05,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,γρηγοριου ζαμπόν / ηam sliced 300gr,NaN,0.3,4.15,2.75,3.55,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,χρυσοδαλια στήθος καπνιστή γαλοπούλα sliced 200gr,NaN,0.2,3.95,2.55,3.08,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,γρηγοριου streaky bacon sliced 150gr,NaN,0.15,2.99,1.85,2.4,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,snack γαλοπούλα καπνιστή / turkey smoked sliced 200gr,NaN,0.2,3.15,2.35,2.81,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΑΛΛΑΝΤΙΚΑ,χρυσοδαλια μπέικον sliced 300gr,NaN,0.3,4.33,2.75,3.63,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ ΤΟΝΟΥ,rio mare tuna in olive oil 160gr x 3 (1 free),NaN,0.48,9.59,5.45,8.44,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ ΤΟΝΟΥ,rio mare tuna in olive oil 80gr x 4 (1 free),NaN,0.32,7.54,5.06,6.44,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ ΤΟΝΟΥ,sevyco white tuna diet in water 185gr x 4 (ειδική τιμή),NaN,0.74,8.95,3.85,6.93,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ ΤΟΝΟΥ,sevyco tuna rose diet in water 95gr x 4 (ειδική τιμή),NaN,0.38,5.99,2.9,3.82,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ ΤΟΝΟΥ,sevyco white tuna diet in water 95gr x 4 (ειδική τιμή),NaN,0.38,5.46,3.45,4.45,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,tulip chopped ham 200gr,NaN,0.2,2.99,1.99,2.63,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,zwan chopped ham and pork 200gr,NaN,0.2,3.49,2.18,2.87,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,zwan luncheon meat pork 200gr,NaN,0.2,2.85,1.65,2.0,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,karla corned beef 340gr,NaN,0.34,3.3,2.5,2.91,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,nounou evaporated light 400gr (γαλάζια συσκ.),NaN,0.4,1.29,0.79,1.0,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,nounou evaporated 400gr (μπλέ συσκ.),NaN,0.4,1.29,0.79,1.01,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΟΝΣΕΡΒΕΣ,nounou condensed - ζαχαρούχο 397gr,NaN,0.397,1.49,0.95,1.23,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,αγιος νικολαος 1.5ltr x 6,NaN,9.0,3.0,1.89,2.24,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,αγρος 1.5ltr x 6,NaN,9.0,2.99,1.52,2.15,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,αγιος νικολαος 0.50 ltr x 12,NaN,6.0,3.59,2.19,2.68,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,κυκκος 1.5ltr x 6,NaN,9.0,2.59,1.85,2.14,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,αγρος 0.50 ltr x 12,NaN,6.0,3.39,2.19,2.71,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΜΦΙΑΛΩΜΕΝΟ ΝΕΡΟ,κυκκος 0.50 ltr x 12,NaN,6.0,3.39,2.05,2.74,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,edesma θράψαλο ροδέλες (squid rings) 700gr,NaN,0.7,6.98,4.72,6.2,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,findus σολωμός (4 pcs) 500gr,NaN,0.5,20.99,12.29,16.37,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,foodpax σολωμός ατλαντικού portions 125gr x 4,NaN,0.5,16.9,9.39,12.74,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,birds eye breaded cod 4 large fillets 440gr,NaN,0.44,10.99,6.85,8.95,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,nordsea 4 τραγανιστά φιλέτα ψαριού 300gr,NaN,0.3,5.46,3.19,4.12,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,edesma chicken nuggets 900gr,NaN,0.9,8.27,5.05,6.66,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,γρηγοριου hamburgers beef & pork (6 pcs) 480gr,NaN,0.48,4.29,3.45,3.96,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,creta farm εν ελλάδη νοστιμιές chicken nuggets 400gr,NaN,0.4,5.24,3.29,4.34,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,γρηγοριου burgers γαλοπούλας (6 pcs) 480gr,NaN,0.48,4.7,2.95,4.04,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,mitsides χωριάτικες ραβιόλες 375gr,NaN,0.375,5.85,2.65,3.53,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,creta farm en elladi chicken donner (γύρος κοτοπ.) 330gr,NaN,0.33,6.45,3.65,5.04,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΑΤΕΨΥΓΜΕΝΑ,creta farm en elladi pork donner (γύρος χοιρινός) 330gr,NaN,0.33,6.45,3.95,5.01,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,μιτσιδης χωριάτικα μακαρόνια 500gr (χάρτινη συσκ.),NaN,0.5,1.88,1.19,1.48,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,μιτσιδης spaghetti 500gr,NaN,0.5,1.65,0.59,1.14,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,melissa spaghetti no 6 500gr,NaN,0.5,1.6,0.85,1.19,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,barilla spaghetti no 5 500gr,NaN,0.5,1.49,0.89,1.28,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,melissa κριθαράκι (orzo) 500gr,NaN,0.5,1.65,0.95,1.23,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,μιτσιδης κριθαράκι (orzo) 500gr,NaN,0.5,1.65,0.89,1.28,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,barilla linguini 500gr,NaN,0.5,1.99,1.09,1.61,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΥΜΑΡΙΚΑ,melissa penne rigate 500gr,NaN,0.5,1.65,0.97,1.25,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΧΟΡΤΑ,χόρτα δέσμης,χόρτα δέσμης,1.0,0.49,0.27,0.34,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΧΟΡΤΑ,πατάτες φρέσκες (kg),πατάτες φρέσκες (kg),1.0,1.3,0.59,0.82,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΧΟΡΤΑ,ντομάτες α (kg),ντομάτες α (kg),1.0,2.55,1.1,1.81,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΧΟΡΤΑ,αγγουράκια θερμοκηπίου (kg),αγγουράκια θερμοκηπίου (kg),1.0,4.5,2.9,3.98,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΧΟΡΤΑ,αγγουράκια χωραφιού (kg),αγγουράκια χωραφιού (kg),1.0,5.85,1.99,4.89,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,χοιρινός λαπάς με κόκκαλο (kg),χοιρινός λαπάς με κόκκαλο (kg),1.0,5.5,3.49,4.63,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,χοιρινή μπριζόλα φιλέτο (kg),χοιρινή μπριζόλα φιλέτο (kg),1.0,5.5,3.69,4.32,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,χοιρινός κιμάς (από μερί) (kg),NaN,1.0,6.25,2.95,4.18,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κοτόπουλο ολόκληρο (kg) (χαμηλότερη τιμή),κοτόπουλο ολόκληρο (kg),1.0,4.25,2.59,3.21,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κοτόπουλο στήθος φιλέτο (kg) (χαμηλότερη τιμή),κοτόπουλο φιλέτο (kg),1.0,9.99,5.95,7.0,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,αμνοερίφια μικρά (kg),NaN,1.0,10.0,7.35,8.48,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,"βοδινό top-side (kg) (ψαχνό, χωρίς κόκκαλο και λίπος)",βοδινό top-side (kg),1.0,12.99,6.95,10.04,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,βοδινός κιμάς (kg) (από κουτάλα καθαρισμένη),βοδινός κιμάς (kg),1.0,10.0,5.35,7.39,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΡΕΑΣ,κουνέλι (kg) (χαμηλότερη τιμή),NaN,1.0,10.49,7.85,8.95,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,λαβράκι μεγάλο (kg),NaN,1.0,16.95,6.45,11.04,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,τσιπούρα μεγάλη (kg),NaN,1.0,11.99,6.49,8.19,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,γόπες (kg),NaN,1.0,11.8,8.95,10.49,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,μπαρμπούνι (kg),NaN,1.0,26.99,22.95,25.07,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,καλαμάρι μεγάλο (kg),καλαμάρι μεγάλο (kg),1.0,18.99,9.95,16.49,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,καλαμάρι μικρό (kg),καλαμάρι μικρό  (kg),1.0,15.95,8.15,11.67,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,χταπόδι μεγάλο (kg),χταπόδι μεγάλο (kg),1.0,21.95,14.49,18.4,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΡΕΣΚΑ ΨΑΡΙΑ/ΜΑΛΑΚΙΑ,χταπόδι μικρό (kg),NaN,1.0,18.95,8.9,13.05,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,ψωμί άσπρο μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),ψωμί άσπρο μεγάλο (kg),1.0,2.2,0.99,1.43,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,ψωμί άσπρο μικρό (450gr-500gr)(χαμηλότερη τιμή),ψωμί άσπρο μικρό 500gr,0.5,1.8,0.75,1.18,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice άσπρο μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),NaN,1.0,2.5,0.99,1.74,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice άσπρο μικρό (450gr-500gr) (χαμηλότερη τιμή),NaN,0.5,2.2,0.95,1.55,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice ολικής αλέσεως μεγάλο (900gr - 1000gr) (χαμηλότερη τιμή),NaN,1.0,2.35,1.19,1.74,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΨΩΜΙ,slice ολικής αλέσεως μικρό (450gr-500gr) (χαμηλότερη τιμή),NaN,0.5,2.2,0.98,1.63,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,flora sunflower oil 3ltr,NaN,3.0,9.59,5.95,7.97,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,lesieur sunflower oil 3ltr,NaN,3.0,8.95,5.1,6.32,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΦΥΤΙΚΟ ΜΑΓΕΙΡΙΚΟ ΛΙΠΟΣ,spry 350gr,NaN,0.35,3.1,1.99,2.77,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΗΛΙΕΛΑΙΟ,ambrosia sunflower oil 3ltr,NaN,3.0,9.94,6.25,7.45,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,sekep olive oil extra virgin 1ltr p.bottle,NaN,1.0,8.4,4.65,6.77,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,agios georgios olive oil extra (cyprus) 1ltr,NaN,1.0,6.99,4.65,5.82,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,eliohori olive oil extra virgin 1ltr (πλαστικό μπουκάλι),NaN,1.0,7.98,4.99,6.27,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΕΛΑΙΟΛΑΔΟ,αλτις εξαιρετικό παρθένο ελαιόλαδο παραδοσιακό 1ltr,NaN,1.0,8.99,6.25,7.92,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,κεαν pomilori classic χυμός ντομάτας 250ml,NaN,0.25,0.65,0.47,0.56,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,μιτσίδης περαστή ντομάτα - passata 3x200 g,NaN,0.6,2.6,1.05,1.52,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,μιτσιδης πάστα ντομάτας 4χ70gr,NaN,0.28,1.99,1.05,1.7,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,blossom πάστα ντομάτας 4χ70gr,NaN,0.28,1.79,1.35,1.65,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,sws πουρές τομάτας 4χ70gr,NaN,0.28,2.25,1.76,1.9,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΖΩΜΟΣ,maggi ζωμός κότας 12 κύβοι,NaN,12.0,2.04,1.15,1.43,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΝΤΟΜΑΤΟΧΥΜΟΣ/ΠΕΛΤΕΣ,blossom πάστα ντομάτας 70gr,NaN,0.07,0.53,0.34,0.45,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΚΥΛΙΝΔΡΟΣ ΥΓΡΑΕΡΙΟΥ,κυλινδρος 10kg (τιμη με επιστροφη αδειου),NaN,10.0,17.0,14.5,15.95,3,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,tilda pure basmati original 1kg,NaN,1.0,6.89,4.75,5.76,5,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,σολεας 3a rice glasse (σούπες και γεμιστά) 1kg,NaN,1.0,2.89,1.69,2.19,5,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,uncle bens ρύζι μακρύκοκκο - parboiled (20 λεπτά) 1kg,NaN,1.0,4.07,2.75,3.5,5,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,σολεας 3a ρύζι basmati αυθεντικό αρωματικό1kg,NaN,1.0,4.99,2.49,3.27,5,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,σολεας 3a rice parboiled (πράσινη συσκευασία) 1kg,NaN,1.0,2.19,1.39,1.83,5,2022,ΒασικάΚαταναλωτικάΑγαθά
ΡΥΖΙ,uncle bens ρύζι μακρύκοκκο - parboiled (10 λεπτά) 1kg,NaN,1.0,4.89,2.99,4.1,5,2022,ΒασικάΚαταναλωτικάΑγαθά
